DESCRIPTION1,DESCRIPTION2,DESCRIPTION3,ID,SHM_KRN,SHM_HEVRA_MENAHELET,TAARICH_HAFAKAT_HADOCH,SUG_KRN,SHM_TAAGID_SHOLET,SUG_TAAGID_SHOLET,MI_TKUFAT_DIVUACH,AD_TKUFAT_DIVUACH,HAFKADOT_LLO_HAAVAROT,MSHICHOT_LLO_HAAVAROT,HAAVAROT_BEIN_HAKRANOT,TZVIRA_NETO,YITRAT_NCHASIM_LSOF_TKUFA,SHIUR_DMEI_NIHUL_AHARON,TSUA_MEMUZAAT_LETKUFA,TSUA_MITZTABERET_LETKUFA,TSUA_MEMUZAAT_36_HODASHIM,TSUA_MEMUZAAT_60_HODASHIM,TSUA_MITZTABERET_36_HODASHIM,TSUA_MITZTABERET_60_HODASHIM,TSUA_SHNATIT_MEMUZAAT_3_SHANIM,TSUA_SHNATIT_MEMUZAAT_5_SHANIM,STIAT_TEKEN_36_HODASHIM,STIAT_TEKEN_60_HODASHIM,MATZAV_DIVUACH,ALPHA_SHNATI,BETA_TA100,BETA_AGACH_KONTZERNIOT_TZMUDOT,BETA_AGACH_MEM_LO_TZMUDOT,BETA_AGACH_MEMSHALTIOT_TZMUDOT,BETA_HUTZ_LAARETZ,R_SQUARED,SHARP_TSUA_HETZYONIT_ANAF,SHARP_TSUA_HETZYONIT_ALL,SHARP_RIBIT_HASRAT_SIKUN,YAHAS_NEZILUT,SHIUR_D_NIHUL_AHARON_HAFKADOT,SHIUR_D_NIHUL_AHARON_NCHASIM,ODEF_GIRAON_ACTUARI_AHARON,YR_ODEF_GIRAON_ACTUARI_AHARON,ODEF_GIRAON_ACTUARI_LETKUFA,TSUA_MEMUZAT_HASHKAOT_HOFSHIOT,NUM_HEVRA,TAARICH_SIUM_PEILUT,ID_MASLUL_RISHUY
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,1589,מיטב פנסיה מקיפה עוקב מדדי מניות,"מיטב גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"מיטב דש השקעות בע""מ",ישראלית,202312,202411,134.59,7.22,1121.87,1249.24,1894.42,,1.75,23.09,1.05,0.96,45.57,77.01,13.33,12.1,3.39,3.41,דווח,6,0.2,0.53,0.32,0.02,0.65,0.73,0.8,0.81,1.07,96.3,,,0.03,2023,-0.06,2.11,512065202,,1589
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2002,כלל פנסיה כללי,"כלל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,אחר,אחר,202312,202411,3037.23,1964.73,-6490.78,-5418.28,53743.99,,1.18,15.14,0.5,0.65,19.68,47.17,6.17,8.03,1.58,2.01,דווח,2.64,0.29,0.05,-0.07,0.09,0.35,0.92,-0.06,0.02,0.97,76.4,,,-0.17,2023,-0.26,1.36,512244146,,2002
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2004,כלל פנסיה הלכה,"כלל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,אחר,אחר,202312,202411,80.6,29.62,-67.57,-16.59,782.42,,1.16,14.85,0.52,0.51,20.68,35.96,6.47,6.34,1.56,1.91,דווח,1.2,0.26,0.12,-0.07,0.07,0.34,0.95,-1.05,-1,0.85,96.3,,,-0.17,2023,-0.26,1.33,512244146,,2004
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2009,מנורה מבטחים פנסיה - כללי,"מנורה מבטחים פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"מנורה מבטחים החזקות בע""מ",קבוצות ביטוח,202312,202411,5627.06,4280.4,-9143.04,-7796.38,102997.92,,1.15,14.67,0.55,0.63,21.85,46.11,6.81,7.88,1.59,1.99,דווח,2.28,0.3,0.06,-0.14,0.09,0.34,0.94,0.01,0.12,0.99,79.6,,,-0.19,2023,-0.22,1.36,512245812,,2009
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2012,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,"מנורה מבטחים פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"מנורה מבטחים החזקות בע""מ",קבוצות ביטוח,202312,202411,608.4,1889.23,1416.91,136.08,7606.72,,0.8,10.01,0.42,0.45,16.21,31.19,5.14,5.58,0.91,1.44,דווח,1.44,0.15,0.22,-0.07,0.07,0.24,0.92,-1.03,-1,0.88,79,,,-0.19,2023,-0.22,0.85,512245812,,2012
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2013,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2030,"מנורה מבטחים פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"מנורה מבטחים החזקות בע""מ",קבוצות ביטוח,202312,202411,604.9,506.6,725.61,823.91,8605.51,,0.84,10.6,0.47,0.53,18.26,37.71,5.75,6.61,1.01,1.64,דווח,1.8,0.19,0.22,-0.14,0.06,0.29,0.92,-0.84,-0.8,0.96,79.6,,,-0.19,2023,-0.22,0.91,512245812,,2013
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2014,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2035,"מנורה מבטחים פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"מנורה מבטחים החזקות בע""מ",קבוצות ביטוח,202312,202411,857.74,437.26,515.37,935.85,11890.66,,1.02,12.92,0.52,0.59,20.68,42.26,6.47,7.3,1.35,1.93,דווח,1.92,0.25,0.19,-0.13,0.03,0.36,0.93,-0.63,-0.55,0.95,79.8,,,-0.19,2023,-0.22,1.16,512245812,,2014
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2015,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2040,"מנורה מבטחים פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"מנורה מבטחים החזקות בע""מ",קבוצות ביטוח,202312,202411,1211.73,576.94,346.56,981.35,16164.85,,1.1,14.06,0.55,0.64,21.78,46.52,6.79,7.94,1.48,2.1,דווח,2.16,0.29,0.14,-0.14,0.05,0.39,0.93,0.01,0.08,0.97,78.7,,,-0.19,2023,-0.22,1.25,512245812,,2015
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2016,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045,"מנורה מבטחים פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"מנורה מבטחים החזקות בע""מ",קבוצות ביטוח,202312,202411,1398.35,592.36,81.58,887.57,16111.76,,1.14,14.61,0.58,0.66,23.23,48.35,7.21,8.21,1.58,2.2,דווח,2.16,0.31,0.13,-0.15,0.05,0.41,0.93,0.35,0.41,0.97,81.3,,,-0.19,2023,-0.22,1.32,512245812,,2016
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2063,מנורה מבטחים פנסיה - מסלול מניות,"מנורה מבטחים פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"מנורה מבטחים החזקות בע""מ",קבוצות ביטוח,202312,202411,434.94,128.17,252.78,559.55,5206.1,,1.56,20.39,0.67,0.75,27.12,56.83,8.33,9.42,2.42,3.12,דווח,1.68,0.48,0.07,-0.14,0.03,0.57,0.92,0.6,0.62,0.87,90.5,,,-0.19,2023,-0.22,1.87,512245812,,2063
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2102,מגדל מקפת אישית כללי,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",19/12/2024,קרנות חדשות,"שלמה אליהו אחזקות בע""מ",ישראלית,202312,202411,3831.19,897.14,-7730.21,-4796.16,65462.49,,1.14,14.58,0.57,0.66,22.92,47.99,7.12,8.15,1.43,1.77,דווח,3,0.25,0.04,-0.09,0.11,0.34,0.94,0.18,0.25,1.14,76.4,,,-0.15,2023,-0.09,1.3,512237744,,2102
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2104,"מיטב פנסיה מקיפה אשראי ואג""ח","מיטב גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"מיטב דש השקעות בע""מ",ישראלית,202312,202411,11.17,1.48,32.15,41.84,164.51,,0.66,8.15,0.38,0.36,14.43,23.89,4.6,4.38,0.6,0.7,דווח,2.16,0.01,0.24,0.08,0.03,0.06,0.9,-0.81,-0.79,1.14,82.6,,,0.03,2023,-0.06,0.64,512065202,,2104
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2105,מיטב פנסיה מקיפה מניות,"מיטב גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"מיטב דש השקעות בע""מ",ישראלית,202312,202411,139.4,7.86,311.35,442.89,1488.78,,1.55,20.25,0.6,0.77,23.82,58.05,7.38,9.59,2.49,2.98,דווח,2.52,0.41,0.1,-0.01,0.07,0.54,0.9,0.63,0.65,0.89,91.8,,,0.03,2023,-0.06,1.87,512065202,,2105
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2112,מגדל מקפת אישית הלכה,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",19/12/2024,קרנות חדשות,"שלמה אליהו אחזקות בע""מ",ישראלית,202312,202411,233.43,20.24,-155.48,57.71,2224.11,,1.17,15.03,0.51,0.54,20.27,38.3,6.35,6.7,1.63,1.94,דווח,1.68,0.25,0.09,0.02,0.09,0.36,0.96,-0.76,-0.71,0.88,97,,,-0.15,2023,-0.09,1.34,512237744,,2112
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2142,מגדל מקפת אישית מניות,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",19/12/2024,קרנות חדשות,"שלמה אליהו אחזקות בע""מ",ישראלית,202312,202411,425.25,34.76,704.29,1094.78,5595.9,,1.61,21.08,0.64,0.77,25.89,58.4,7.98,9.64,2.48,2.83,דווח,2.76,0.42,-0.03,0.02,0.08,0.52,0.91,0.7,0.72,0.93,93,,,-0.15,2023,-0.09,1.92,512237744,,2142
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2143,מגדל מקפת אישית כספי (שקלי),"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",19/12/2024,קרנות חדשות,"שלמה אליהו אחזקות בע""מ",ישראלית,202312,202411,15.95,4.64,-38.48,-27.17,275.36,,0.43,5.33,0.35,0.27,13.32,17.26,4.26,3.24,0.17,0.17,דווח,1.44,0,0.01,0.04,-0.01,-0.01,0.11,-0.81,-0.8,3.29,96.5,,,-0.15,2023,-0.09,0.34,512237744,,2143
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2144,"מגדל מקפת אישית אשראי ואג""ח","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",19/12/2024,קרנות חדשות,"שלמה אליהו אחזקות בע""מ",ישראלית,202312,202411,16.81,5.07,-15.63,-3.89,279.42,,0.62,7.67,0.27,0.28,10.08,18.08,3.25,3.38,0.79,0.87,דווח,1.44,0.02,0.21,0.21,0.08,0.07,0.95,-1.09,-1.07,0.56,81.5,,,-0.15,2023,-0.09,0.59,512237744,,2144
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2155,מיטב פנסיה מקיפה לבני 50 ומטה,"מיטב גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"מיטב דש השקעות בע""מ",ישראלית,202312,202411,4274.47,771.97,-1777.14,1725.36,23859.41,,1.34,17.37,0.58,0.73,23.21,54.32,7.21,9.06,1.91,2.29,דווח,3.24,0.3,0.12,0,0.07,0.42,0.91,0.87,0.93,1.04,82.5,,,0.03,2023,-0.06,1.59,512065202,,2155
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2156,מיטב פנסיה מקיפה הלכה,"מיטב גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"מיטב דש השקעות בע""מ",ישראלית,202312,202411,172.1,18.78,-108.95,44.37,1153.55,,1.13,14.5,0.47,0.54,18.43,38.35,5.8,6.71,1.8,1.96,דווח,2.16,0.24,-0.02,0.13,0.19,0.34,0.92,-0.57,-0.54,0.84,95.8,,,0.03,2023,-0.06,1.3,512065202,,2156
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2157,מיטב פנסיה מקיפה מקבלי קצבה קיימים,"מיטב גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"מיטב דש השקעות בע""מ",ישראלית,202312,202411,0,23.45,1.53,-21.92,242.93,,0.55,6.84,0.31,0.37,11.85,24.88,3.8,4.54,0.97,0.91,דווח,3.24,0.01,-0.05,0.05,0.52,-0.03,0.94,-0.79,-0.77,0.71,92.4,,,0.03,2023,-0.06,0.34,512065202,,2157
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2172,הראל  פנסיה - גילעד כללי,"הראל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",קבוצות ביטוח,202312,202411,3240.91,1191.61,-6943.31,-4894.01,49233.52,,1.07,13.68,0.5,0.61,19.88,44.11,6.23,7.58,1.5,1.83,דווח,2.4,0.23,0.07,-0.11,0.14,0.36,0.93,-0.63,-0.54,0.99,78,,,-0.22,2023,-0.31,1.32,512267592,,2172
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2173,הראל פנסיה - הלכה,"הראל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",קבוצות ביטוח,202312,202411,420.95,82.69,-362.62,-24.36,4081.68,,1.15,14.77,0.54,0.57,21.26,41.02,6.64,7.12,1.79,1.92,דווח,2.64,0.25,-0.08,0.2,0.17,0.34,0.94,-0.28,-0.25,0.91,96.4,,,-0.22,2023,-0.31,1.43,512267592,,2173
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2174,"הראל פנסיה - אשראי ואג""ח","הראל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",קבוצות ביטוח,202312,202411,24.91,9.52,-35.48,-20.09,267.33,,0.53,6.6,0.24,0.27,8.93,17.79,2.89,3.33,0.62,0.71,דווח,1.32,0.01,0.2,0.13,0.07,0.04,0.83,-1.06,-1.05,0.53,74,,,-0.22,2023,-0.31,0.58,512267592,,2174
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2175,הראל פנסיה - מניות,"הראל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",קבוצות ביטוח,202312,202411,780.61,91.82,342.32,1031.11,7704.1,,1.48,19.26,0.62,0.76,24.87,57.73,7.68,9.54,2.37,2.91,דווח,2.16,0.41,0,-0.14,0.15,0.58,0.92,0.63,0.65,0.89,88.8,,,-0.22,2023,-0.31,1.86,512267592,,2175
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2177,הראל פנסיה - מנוף כללי,"הראל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",קבוצות ביטוח,202312,202411,659.48,142.75,-703.02,-186.29,9156.82,,1.08,13.79,0.51,0.6,20.13,43.39,6.3,7.47,1.48,1.82,דווח,2.4,0.24,0.07,-0.09,0.12,0.35,0.93,-0.71,-0.62,0.99,78.8,,,-0.22,2023,-0.31,1.33,512267592,,2177
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2182,מנורה מבטחים פנסיה - מסלול הלכה,"מנורה מבטחים פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"מנורה מבטחים החזקות בע""מ",קבוצות ביטוח,202312,202411,255.3,81.14,-123.83,50.33,2323.75,,1.01,12.8,0.34,0.43,13.13,29.56,4.2,5.32,1.87,1.98,דווח,1.32,0.23,0.03,0.36,0.11,0.32,0.96,-1.19,-1.17,0.6,96.5,,,-0.19,2023,-0.22,1.03,512245812,,2182
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2183,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2050,"מנורה מבטחים פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"מנורה מבטחים החזקות בע""מ",קבוצות ביטוח,202312,202411,1446.29,549.53,-603.33,293.43,13425.35,,1.18,15.17,0.57,0.67,22.9,48.84,7.12,8.28,1.65,2.29,דווח,2.16,0.32,0.14,-0.14,0.05,0.43,0.92,0.4,0.45,0.95,81,,,-0.19,2023,-0.22,1.37,512245812,,2183
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2184,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2055,"מנורה מבטחים פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"מנורה מבטחים החזקות בע""מ",קבוצות ביטוח,202312,202411,1534.05,532.94,-996.59,4.52,11275.04,,1.25,16.03,0.59,0.68,23.64,50.61,7.33,8.54,1.77,2.4,דווח,2.16,0.34,0.12,-0.13,0.06,0.44,0.93,0.54,0.59,0.94,80.4,,,-0.19,2023,-0.22,1.44,512245812,,2184
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2187,הפניקס פנסיה מקיפה - מניות,"הפניקס פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הפניקס אחזקות בע""מ",ישראלית,202312,202411,1090.68,47.23,-831.18,212.27,9057.23,,1.66,21.85,0.58,0.76,23.21,57.57,7.21,9.52,2.58,3.17,דווח,2.04,0.48,0.04,-0.09,0.11,0.53,0.92,0.54,0.55,0.83,90.3,,,-0.13,2023,-0.21,1.85,513026484,,2187
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2188,"הפניקס פנסיה מקיפה אשראי ואג""ח","הפניקס פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הפניקס אחזקות בע""מ",ישראלית,202312,202411,15.98,3.47,57.06,69.57,198.85,,0.65,8.06,0.36,0.39,13.75,25.94,4.39,4.72,0.7,0.92,דווח,2.28,0.03,0.36,0.08,-0.02,0.07,0.92,-0.85,-0.83,0.97,82.3,,,-0.13,2023,-0.21,0.64,513026484,,2188
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2189,הפניקס פנסיה מקיפה -כספי (שקלי),"הפניקס פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הפניקס אחזקות בע""מ",ישראלית,202312,202411,14.2,20.18,13.82,7.84,154.88,,0.46,5.63,0.36,0.27,13.79,17.77,4.4,3.33,0.17,0.17,דווח,1.44,0.01,0.01,0.01,0,-0.02,0.16,-0.79,-0.78,3.1,94.5,,,-0.13,2023,-0.21,-0.31,513026484,,2189
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,2196,אלטשולר שחם פנסיה מקיפה למקבלי קצבה קיימים,"אלטשולר שחם גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"אלטשולר שחם פיננסים בע""מ",ישראלית,202312,202411,0,1.79,0.64,-1.15,8.09,,0.85,10.64,0.66,0.61,26.69,44.04,8.21,7.57,0.66,0.64,דווח,4.56,0.06,0,-0.02,0.05,0.11,0.6,-0.11,-0.1,2.73,92,,,0.26,2023,0.17,1.8,513173393,,2196
